14.4574,14.4556,0.201105,-9.72965,0.450092,-0.12,0.12,0
14.4537,14.4556,0.201105,-9.75838,0.440516,0.18,0.18,-0.3
14.4574,14.4592,0.172376,-9.72965,0.488398,0.3,0.24,-0.37
14.4537,14.4519,0.220258,-9.64346,0.517127,0.37,0.12,-0.43
14.4574,14.4556,0.306446,-9.72965,0.545856,0.67,0.3,-0.55
14.4574,14.4629,0.201105,-9.7488,0.584162,0.49,0.24,-0.49
14.4574,14.4519,0.00957643,-9.7105,0.478821,0.18,0.12,-0.3
14.4537,14.4519,0.201105,-9.72965,0.440516,0,0.18,-0.18
14.4537,14.4519,0.210681,-9.63389,0.651197,-0.24,0.06,0.12
14.4574,14.4556,0.162799,-9.62431,0.545856,-3.11,-6.71,2.073
14.4574,14.4556,0.13407,-9.64346,0.526704,-1.52,-4.76,1.403
14.4574,14.4592,0.220258,-9.65304,0.612891,0.67,-0.12,-0.613
14.4537,14.4592,0.0766114,-9.68177,0.622468,0.98,0.12,-0.98
14.4574,14.4592,0.0766114,-9.68177,0.699079,0.61,0.24,-0.61
14.4574,14.4592,0.306446,-9.63389,0.344751,0.06,0,-0.12
14.4574,14.4629,0.306446,-9.69135,0.363904,-0.18,-0.24,0.43
14.4574,14.4556,0.0766114,-9.61473,0.699079,-0.37,-0.12,0
14.4574,14.4629,-0.00957643,-9.73923,0.478821,0.06,-0.49,-0.12
14.4537,14.4592,0.13407,-9.7488,0.344751,-0.12,-1.1,0.1843
14.4537,14.4519,0.191529,-9.64346,0.603315,0.06,-1.16,-0.1243
14.4537,14.4482,0.316022,-9.77753,0.373481,0.73,-0.06,-0.4943
14.4574,14.4482,0.392634,-9.85415,0.325599,0.67,0.12,-0.37
14.4574,14.4519,0.53628,-9.76796,0.383057,0.24,-0.3,-0.4343
14.4574,14.4482,0.641621,-9.97864,0.718232,-0.37,-1.89,0.1843
14.4537,14.4592,0.220258,-9.84457,0.948066,-0.06,-2.32,-0.063
14.4537,14.4629,0.143646,-9.84457,1.20663,0.73,-1.77,-0.6763
14.4537,14.4592,-0.124494,-9.72965,1.20663,0.91,-1.89,-1.1063
14.4537,14.4556,0.0191529,-9.58601,0.967219,1.04,-0.73,-1.1
14.4537,14.4556,-0.0478821,-9.76796,0.603315,0.91,-0.37,-0.73
14.4574,14.4592,-0.0287293,-10.0074,0.287293,0.43,-0.79,-0.241
14.4537,14.4592,-0.383057,-10.0169,0.191529,0.49,-0.73,-0.373
14.4537,14.4592,-0.641621,-10.0074,0.191529,0.67,-0.79,-0.61
14.4574,14.4592,-1.11087,-9.50939,-0.0191529,1.59,0.06,-0.98
14.4574,14.4629,-1.35028,-9.47109,-0.0957643,2.32,0.18,-1.4029
14.4537,14.4519,-1.38858,-9.50939,-0.162799,2.26,0.12,-1.3443
14.4574,14.4592,-1.1779,-9.58601,-0.363904,2.32,0.06,-1.289
14.4537,14.4556,-1.32155,-9.47109,-0.574586,2.07,0.37,-1.464
14.4574,14.4592,-1.53223,-9.60516,-0.823573,1.71,0.3,-1.226
14.4574,14.4592,-1.65672,-9.56685,-0.660774,1.46,0.24,-1.043
14.4537,14.4556,-1.92486,-9.69135,-0.526704,1.1,0.12,-0.794
14.4537,14.4592,-2.01105,-9.57643,-0.718232,0.3,-0.37,-0.18
14.4537,14.4556,-2.17385,-9.65304,-0.727809,-1.59,-3.29,1.4
14.4574,14.4629,-2.3558,-9.44236,-0.766114,-4.63,-7.68,3.11
14.4574,14.4592,-2.43241,-9.29871,-0.842726,-6.83,-9.51,4.15
14.4574,14.4556,-2.46114,-9.17422,-0.928914,-8.05,-10.91,6.22
14.4574,14.4592,-2.50902,-9.09761,-1.15875,-2.93,-7.01,10.49
14.4574,14.4592,-2.41326,-8.63794,-1.15875,-3.84,-10.3,15.73
14.4574,14.4519,-2.33665,-8.34107,-1.56096,-1.71,-11.1,19.15
14.4537,14.4519,-2.69098,-8.13996,-1.83867,0.55,-10.55,20.985
14.4574,14.4519,-2.93996,-7.94844,-1.6663,3.66,-9.88,22.0785
14.4574,14.4519,-2.98785,-8.07293,-1.98232,7.13,-10.18,23.415
14.4574,14.4592,-3.25599,-8.31234,-2.193,10.61,-10,24.82
14.4537,14.4592,-3.66777,-8.48472,-2.36538,14.51,-8.48,25.492
14.4574,14.4556,-4.16575,-8.81031,-2.71013,16.46,0.91,22.8792
14.4537,14.4592,-4.62541,-9.06888,-2.91123,20.67,-1.83,22.872
14.4574,14.4556,-4.97974,-9.28914,-3.08361,24.57,-5.18,24.632
14.4574,14.4556,-5.21915,-9.35617,-3.35175,25.43,-5.24,24.212
14.4574,14.4592,-5.39153,-9.2221,-3.42836,25.73,-7.07,26.282
14.4501,14.4592,-5.65967,-9.07845,-3.46667,24.27,-8.54,29.702
14.4501,14.4556,-5.59263,-8.8965,-3.58158,23.29,-9.33,32.562
14.4501,14.4629,-5.14254,-8.5326,-3.63904,22.74,-8.66,35.492
14.4501,14.4592,-4.88398,-8.12081,-3.63904,20.24,-5.3,38.292
14.4501,14.4556,-4.46262,-7.67072,-3.66777,16.4,-4.15,41.652
14.4537,14.4592,-3.79227,-7.14402,-3.4954,17.13,-5.43,42.202
14.4574,14.4556,-3.29429,-6.31087,-3.25599,18.96,-5.24,41.282
14.4574,14.4665,-3.0453,-5.77459,-2.96869,20.98,-5.85,38.662
14.4537,14.4592,-3.0453,-5.41068,-2.93039,23.6,-7.32,35.492
14.4574,14.4592,-3.07403,-5.11381,-3.11234,26.65,-9.27,33.292
14.4537,14.4556,-2.99742,-5.18085,-3.52413,28.17,-9.39,32.872
14.4537,14.4629,-3.17937,-5.83205,-4.31897,28.9,-10.55,34.15
14.4537,14.4592,-3.71565,-6.49282,-5.08508,28.41,-13.17,36.22
14.4537,14.4629,-4.33812,-7.00995,-5.11381,26.71,-14.15,39.02
14.4574,14.4592,-4.62541,-7.40258,-5.12339,24.7,-13.96,41.22
14.4537,14.4592,-5.11381,-7.74733,-5.17127,22.87,-12.62,42.99
14.4574,14.4592,-5.77459,-8.10166,-5.34365,20.91,-12.93,43.96
14.4537,14.4592,-6.30129,-8.15912,-5.15212,20.49,-13.9,44.15
14.4537,14.4556,-6.65562,-8.10166,-4.93186,20.61,-14.94,43.72
14.4574,14.4592,-6.27256,-7.83352,-4.85525,20.91,-15.73,43.11
14.4574,14.4556,-5.8512,-7.43131,-4.8744,22.38,-15.43,42.74
14.4537,14.4482,-5.05635,-6.99079,-4.88398,24.63,-15.43,42.5
14.4537,14.4556,-4.28066,-6.45451,-4.79779,26.22,-15.3,42.74
14.4574,14.4556,-3.55286,-5.95654,-4.50092,26.83,-14.7,43.29
14.4574,14.4519,-3.06446,-5.65967,-4.24236,27.56,-15.06,43.96
14.4574,14.4519,-2.67182,-5.56391,-3.99337,28.41,-16.89,44.33
14.4537,14.4519,-2.26961,-5.58306,-3.84015,30.24,-18.6,45.79
14.4537,14.4482,-1.90571,-5.97569,-3.56243,32.26,-21.65,47.44
14.4574,14.4482,-2.25046,-6.34917,-3.71565,34.57,-22.38,48.78
14.4537,14.4482,-2.8442,-6.96206,-3.89761,35.98,-22.62,49.82
14.4537,14.4482,-4.0221,-7.46004,-4.3477,37.56,-22.99,50.98
14.4537,14.4519,-5.44899,-8.01547,-4.79779,39.21,-24.27,51.65
14.4574,14.4482,-6.44494,-8.62836,-5.23831,41.04,-26.04,52.87
14.4574,14.4482,-6.88545,-9.0593,-5.49687,43.96,-26.83,54.94
14.4574,14.4446,-7.33554,-9.10718,-5.43941,45.55,-28.41,57.74
14.4574,14.4446,-7.37385,-8.63794,-5.38195,46.52,-28.05,60.55
14.4574,14.4519,-6.63647,-8.0442,-5.17127,46.16,-26.4,63.6
14.4537,14.4519,-5.57348,-7.26851,-4.89356,44.45,-23.9,66.65
14.4574,14.4556,-4.17532,-6.55028,-4.68287,41.95,-21.52,67.07
14.4574,14.4592,-2.76759,-6.06188,-4.29982,40.91,-20.91,64.51
14.4574,14.4519,-1.76206,-5.73628,-4.03168,41.28,-21.46,61.46
14.4537,14.4556,-1.12044,-5.34365,-3.61031,42.26,-21.04,60.06
14.4574,14.4556,-0.794844,-5.32449,-3.32302,42.26,-20.49,58.78
14.4537,14.4629,-1.16832,-5.64052,-3.02615,40,-20.24,57.93
14.4574,14.4665,-2.05893,-6.08103,-3.42836,36.65,-19.27,57.62
14.4574,14.4665,-3.41879,-6.64604,-4.13702,33.29,-17.74,57.13
14.4537,14.4665,-5.07551,-7.25893,-4.55838,31.83,-16.95,54.39
14.4537,14.4592,-6.94291,-7.86225,-4.94144,32.44,-17.38,51.59
14.4537,14.4592,-8.25488,-8.29319,-5.44899,33.17,-16.28,48.41
14.4537,14.4592,-8.67624,-8.46556,-6.2151,32.8,-14.63,45.37
14.4574,14.4629,-8.45599,-8.38895,-6.78011,32.26,-13.6,41.59
14.4574,14.4592,-7.56538,-7.92928,-6.94291,31.22,-14.45,36.52
14.4537,14.4592,-6.1768,-7.18232,-6.22468,30.18,-15.67,31.77
14.4537,14.4592,-4.90313,-6.49282,-5.42983,28.54,-17.62,27.87
14.4537,14.4519,-3.61989,-5.8512,-4.55838,27.68,-19.76,25.3
14.4537,14.4592,-2.47072,-5.33407,-3.76354,27.56,-21.22,24.15
14.4574,14.4556,-1.25451,-5.02763,-3.15065,27.2,-21.52,23.48
14.4537,14.4592,-0.545856,-5.09466,-2.90166,27.2,-22.13,20.73
14.4537,14.4556,-0.287293,-5.24788,-2.76759,27.99,-23.54,17.13
14.4537,14.4592,-0.93849,-5.53518,-2.72928,28.41,-26.46,13.29
14.4537,14.4556,-3.10276,-6.0523,-3.22726,28.9,-30.55,9.639
14.4537,14.4629,-5.2,-6.83757,-4.11786,30.06,-34.33,7.629
14.4537,14.4629,-7.32597,-7.59411,-5.17127,31.46,-38.05,6.779
14.4574,14.4556,-9.08803,-8.02505,-5.77459,32.87,-40.55,7.139
14.4574,14.4556,-10.0265,-8.21658,-6.63647,33.9,-40.91,6.469
14.4537,14.4629,-9.81584,-7.97717,-7.25893,34.7,-40.49,5.739
14.4574,14.4592,-8.91566,-7.8814,-7.54623,35.37,-39.15,4.709
14.4574,14.4556,-7.65157,-7.22063,-6.85672,35.24,-37.87,4.399
14.4537,14.4592,-5.35322,-6.19595,-5.42026,34.7,-36.52,4.639
14.4537,14.4592,-3.78269,-5.66925,-4.55838,34.63,-35.24,5.919
14.4574,14.4556,-2.85378,-5.19042,-3.56243,34.57,-34.33,7.509
14.4537,14.4556,-2.13554,-5.00847,-2.93996,34.63,-32.74,10.91
14.4574,14.4519,-1.38858,-4.85525,-2.74844,34.88,-29.94,15.49
14.4537,14.4592,-1.10129,-5.12339,-3.1698,35.37,-23.9,19.45
14.4537,14.4556,-1.78122,-5.53518,-3.6965,36.04,-19.09,22.26
14.4537,14.4629,-3.62947,-5.87035,-4.24236,37.8,-15.67,22.87
14.4574,14.4665,-6.47367,-6.60774,-5.05635,40,-13.11,21.16
